share_women,list_rank,reservation,female_leader,number_of_residents,per_capita_income_rupees,incorp_year,manufacturing_product_share,public_goods_number
.3733059,495,1,1,16735,119421.4,1869,.1468576,10
.3733698,496,1,1,14183,118966.9,1893,.1452713,9
.3734374,497,1,0,6515,118249.7,1874,.1488932,1
.3735836,498,1,1,6305,117121.4,1887,.14204,10
.3737708,499,1,0,4993,119688.9,1867,.1511371,2
.3737836,500,1,0,19080,117661.6,1873,.1646438,1
.3738044,501,0,0,16860,119843,1887,.1531412,4
.3739543,502,0,0,17305,117616.3,1879,.1481378,3
.3741614,503,0,0,13884,118526.7,1892,.1519071,2
.374192,504,0,0,14682,119804,1889,.1467869,2
.3742514,505,0,1,13525,120346.8,1891,.1424421,9
.3745096,506,0,0,7669,117990.1,1879,.1551425,0
.3745386,507,0,0,16834,117643.2,1881,.1559734,3
.3748108,508,0,0,11080,117993.8,1890,.1495579,2
.3748239,509,0,0,5277,117610.4,1877,.1562832,1
.3748649,510,0,0,18011,118049.3,1888,.1497005,2
.3749917,511,0,0,10864,118763,1882,.1546814,2
.3751174,512,0,0,11904,120911.7,1892,.1498511,2
.3752219,513,0,0,13421,120241.7,1850,.1545854,2
.3754308,514,0,1,17919,118698,1887,.1512674,10
.3756052,515,0,1,13617,118637.2,1883,.1586257,9
.3756386,516,0,0,17613,118842.3,1850,.1540206,1
.375767,517,0,0,17927,116483.6,1874,.1497776,2
.376051,518,0,0,15892,119013.3,1850,.1570083,1
.3760764,519,0,0,2378,118991,1871,.1598239,2
.3760863,520,0,0,11037,120479.1,1879,.1601356,2
.3761167,521,0,0,13723,118086.8,1869,.1555996,2
.3761177,522,0,1,16402,118173.8,1869,.1604738,11
.3763697,523,0,0,9160,121224.7,1864,.1535129,0
.3764434,524,0,1,17177,121074.2,1868,.1614259,10
.376459,525,0,0,12756,117756.3,1872,.1560276,1
.3764975,526,0,0,12040,116352.4,1892,.1645645,1
.3766122,527,0,0,17088,119638.6,1864,.1571496,1
.376643,528,0,0,9695,119563.3,1877,.1616674,1
.3769034,529,0,0,11574,118400.7,1866,.157796,3
.3769666,530,0,0,17633,117810.3,1854,.1625262,2
.3770956,531,0,0,8070,120697.7,1864,.1615239,2
.3773509,532,0,0,18850,119261.6,1884,.155774,2
.3773992,533,0,0,12678,119221.2,1860,.1610076,4
.3774643,534,0,0,7778,118647.9,1879,.1567205,3
.377504,535,0,0,19277,119369.8,1875,.151709,0
.3775225,536,0,0,19383,118462.6,1875,.1656642,3
.3775652,537,0,0,5735,118570.7,1890,.1566439,3
.3778081,538,0,1,7137,118390.5,1857,.1619691,10
.3779576,539,0,0,26904,119323.6,1886,.1655751,2
.3781317,540,0,0,13710,117342,1851,.1672703,3
.3781344,541,0,0,13866,120355.4,1852,.1634203,0
.3782188,542,0,0,9879,117874.8,1886,.1637294,3
.3785146,543,0,0,7821,119434,1879,.1685899,2
.3785865,544,0,1,15938,118830,1867,.1670877,11
.3786108,545,0,0,17452,118976.7,1874,.1643166,4
.3787597,546,0,0,14295,117217.3,1859,.1568453,1
.3790169,547,0,0,13270,117612,1868,.1641424,0
.37902,548,0,0,16504,119827.8,1882,.1687703,0
.3790326,549,0,0,18416,119520.2,1873,.1665209,2
.3792193,550,0,0,20765,119486.3,1894,.1635911,2
.3792611,551,0,0,17321,118638.2,1854,.1693127,3
.3792709,552,0,1,11458,118563.9,1855,.1576252,8
.3793962,553,0,0,17576,117902.3,1853,.167309,1
.3795008,554,0,0,21835,118523.9,1871,.1688344,1
.379678,555,0,0,15865,118149.1,1856,.1641859,1
.3797967,556,0,1,14567,117305.3,1872,.167993,9
.3801938,557,0,0,13746,117664.7,1887,.1725574,2
.3802878,558,0,0,11592,119582.9,1869,.1683556,2
.380342,559,0,0,11603,119343,1850,.1600454,1
.3804385,560,0,0,15035,118601.7,1888,.1764363,1
.3805184,561,0,0,13955,117441.5,1888,.1635998,2
.3807929,562,0,1,4606,118197.6,1865,.1693319,9
.3808886,563,0,0,14025,117875.4,1893,.1630677,2
.3808972,564,0,0,7187,118544.5,1864,.1662214,4
.3809804,565,0,0,14377,119084.5,1894,.1727576,2
.3810349,566,0,0,5090,118414.6,1866,.1789964,2
.3810688,567,0,0,12788,117889.6,1870,.1698929,3
.3811215,568,0,0,13940,116467.5,1859,.1665456,1
.3811608,569,0,0,8764,117341.5,1877,.1627144,2
.381205,570,0,0,10651,117085,1877,.1741049,2
.3815779,571,0,0,13443,116205.4,1875,.1764266,3
.3816383,572,0,0,21778,119666.5,1866,.1676847,2
.3816816,573,0,0,15323,117841.1,1869,.1660336,3
.3817156,574,0,1,23123,118758.1,1868,.1691579,9
.3817785,575,0,0,21226,118011.3,1885,.1719636,3
.382061,576,0,0,18694,117661.8,1859,.1764,1
.3822793,577,0,0,15420,119326.7,1850,.1749426,4
.3824365,578,0,0,13876,118121.3,1886,.1823569,3
.3824624,579,0,0,16535,118530.5,1850,.1755322,1
.3825865,580,0,0,9998,116804.6,1884,.1766517,1
.3827094,581,0,0,15163,119083.4,1887,.1788083,3
.3827128,582,0,1,22472,117957.3,1875,.1737092,11
.3827384,583,0,0,19360,118980.5,1891,.175956,1
.3827533,584,0,0,18879,119086.9,1876,.1739233,0
.3827651,585,0,0,14886,119679.8,1888,.1817484,4
.3830673,586,0,1,16666,117188.4,1855,.1721861,9
.3831063,587,0,0,16877,119106.8,1877,.1744835,3
.3832411,588,0,0,13197,117974.9,1851,.1805659,3
.3832852,589,0,1,15418,118175.3,1887,.1776883,9
.3833343,590,0,0,11210,119739.5,1877,.178321,3
.3836,591,0,0,21342,121013.5,1855,.1775406,2
.3838167,592,0,1,10831,117915.6,1858,.1749029,10
.3839749,593,0,0,6099,116994.6,1872,.1789654,1
.3843678,594,0,0,15876,119216,1881,.1718842,1
.3845457,595,0,0,6593,117323.5,1893,.1868364,0
.3846907,596,0,0,20933,116837.1,1865,.1760834,3
.3847082,597,0,1,17225,117780,1893,.1809119,12
.3847609,598,0,0,10523,119346.4,1877,.17645,1
.3847663,599,0,0,23829,119384.1,1889,.1821957,0
.3848189,600,0,0,2723,116628.2,1875,.1775357,3
.3848459,601,0,1,9774,118358.3,1871,.1856273,11
.3850153,602,0,1,20780,118370.5,1851,.1719091,10
.3852027,603,0,0,21586,119328.5,1874,.1762443,2
.3853902,604,0,1,9497,116664.9,1885,.1806679,10
.3855067,605,0,0,17422,117538.2,1863,.1816103,2
.385524,606,0,0,7062,117054.5,1880,.1811089,4
.3855408,607,0,0,19003,119954,1862,.1801367,3
.385736,608,0,0,13832,117688.4,1854,.1829574,0
.3859047,609,0,0,14796,119305.5,1881,.1733102,3
.3859838,610,0,0,15142,119798.7,1861,.1848567,3
.3860758,611,0,0,17920,118809.1,1860,.1858298,1
.3861204,612,0,1,23450,120885.6,1887,.1894118,10
.3861985,613,0,0,15542,118947,1860,.1875197,3
.386199,614,0,0,14059,120414.2,1874,.1880307,1
.3862413,615,0,0,13967,118723.5,1857,.1845234,3
.3863225,616,0,1,21993,118792.1,1852,.1894849,10
.3863827,617,0,0,11556,118094.2,1884,.1941049,3
.3864718,618,0,0,13488,119787.9,1855,.1895638,2
.3867427,619,0,1,12534,117222.6,1860,.1952544,10
.3867569,620,0,1,12396,117890.3,1863,.1875132,10
.3867622,621,0,1,13881,117599.3,1894,.1858494,11
.3869756,622,0,0,13742,116473,1879,.1849359,1
.3870475,623,0,1,16895,117103.6,1859,.1822036,10
.3871831,624,0,0,10167,118497.4,1850,.1899129,2
.3872492,625,0,0,8144,118083.4,1882,.1852172,2
.3872832,626,0,0,10035,117366.3,1885,.1807133,3
.387397,627,0,1,17391,117465,1890,.1949956,10
.3874758,628,0,0,23312,116339.1,1894,.1957764,1
.3874788,629,0,0,17343,116698.2,1865,.1871697,1
.387697,630,0,0,11040,119180.3,1884,.1898616,1
.3878013,631,0,0,8439,118588,1868,.1929762,3
.3878779,632,0,0,13663,118898,1863,.1871686,3
.3879998,633,0,0,7777,117817.3,1888,.1899154,3
.3880408,634,0,1,12057,118503.6,1856,.1898053,10
.3880726,635,0,0,13644,117984.3,1874,.187691,2
.3880766,636,0,0,19601,118845.8,1858,.194946,2
.3881951,637,0,0,23456,116655.9,1862,.1908863,1
.3885221,638,0,0,15347,116972.2,1886,.19198,2
.3885905,639,0,0,25764,117419,1863,.1889546,1
.3887644,640,0,0,18061,116948.9,1868,.2029303,3
.3889062,641,0,1,11849,116658.3,1894,.1886543,11
.3890585,642,0,1,12325,119300.4,1877,.196205,10
.3891059,643,0,1,13974,119355.4,1893,.1976938,11
.3894089,644,0,0,16460,116890.3,1851,.197262,2
.3894194,645,0,1,15202,116822.9,1890,.1945967,12
.3896609,646,0,0,10343,116769.1,1888,.1958038,2
.3898189,647,0,0,25111,118107.3,1890,.1929231,1
.389895,648,0,0,8504,117756,1865,.1888918,3
.3899296,649,0,0,17821,117498.7,1873,.1911296,1
.390074,650,0,0,15398,115526.8,1895,.1933694,2
.3901164,651,0,0,22366,117458.8,1856,.2001148,3
.3902081,652,0,1,23508,118013.2,1857,.1912382,10
.3903104,653,0,1,11618,119386.6,1881,.2014968,10
.3903538,654,0,0,6794,116623.7,1886,.2066479,3
.3903733,655,0,1,15831,119619.4,1856,.1904814,12
.3909763,656,0,0,16768,118664.8,1868,.197026,2
.3909957,657,0,0,24313,117548.3,1864,.2002663,2
.3911934,658,0,0,17048,117115.6,1880,.1966724,1
.3918609,659,0,0,8287,118138.6,1872,.1843584,2
.3919076,660,0,0,10433,118716.6,1856,.2005878,1
.3922463,661,0,0,12361,117409.6,1890,.1936855,3
.3923178,662,0,1,17897,115974.1,1887,.2011217,12
.3923352,663,0,1,17599,119845.3,1874,.1937028,9
.3924913,664,0,0,10972,117981.4,1870,.2001061,3
.3924997,665,0,1,9512,117651.6,1883,.2036401,10
.3925636,666,0,0,5266,117094.7,1865,.2100565,1
.3925965,667,0,1,14946,119397.4,1888,.2051722,10
.3926774,668,0,0,10495,117365,1854,.2069916,3
.3926848,669,0,1,13210,117991.2,1890,.1951301,9
.3928449,670,0,0,12642,118999.9,1890,.1958267,2
.3928717,671,0,0,12191,117669.9,1881,.1987671,1
.3930001,672,0,0,20053,118212.1,1860,.197326,3
.3932625,673,0,1,14123,118933.4,1856,.1969696,11
.3935947,674,0,0,16356,118221.9,1871,.1958619,1
.3937161,675,0,0,12981,118555.4,1856,.2002467,1
.3938722,676,0,0,13834,117682.5,1856,.2021997,2
.3939722,677,0,0,18165,116292.9,1881,.2004154,2
.3940388,678,0,0,18319,119459,1880,.2021926,3
.3941969,679,0,0,13415,117276.5,1885,.201458,1
.3942857,680,0,0,19281,118194.5,1881,.2066739,3
.3943426,681,0,0,14367,118132.4,1888,.2020663,3
.3944255,682,0,0,10792,117668,1886,.2090337,2
.3944482,683,0,0,20268,118489.7,1858,.2072351,3
.3945459,684,0,0,16735,120280.7,1873,.2026208,1
.3946033,685,0,1,13210,117997.4,1883,.1969205,10
.3946085,686,0,0,17686,116642.2,1881,.205139,1
.394653,687,0,0,5183,116252.9,1893,.2111479,3
.3947679,688,0,0,19945,116379.2,1859,.2086568,2
.3948546,689,0,0,19725,117345.2,1875,.2051586,2
.3948593,690,0,0,12645,118824,1854,.2016715,3
.3949629,691,0,0,18732,119195.2,1874,.2080948,3
.3952354,692,0,0,19959,116989.1,1873,.2082582,0
.3953054,693,0,0,17499,118584.9,1855,.2020632,1
.3954388,694,0,1,19201,118795.8,1868,.2124329,11
.3954886,695,0,0,17888,117398.3,1874,.1996796,5
.3954925,696,0,0,12543,115873.9,1867,.2027598,0
.395572,697,0,1,6858,118231.9,1860,.2108972,10
.3956706,698,0,0,8898,117919.5,1851,.2028809,0
.3956976,699,0,0,16415,117891.2,1850,.2052127,1
.3958467,700,0,0,16498,118027.6,1872,.2052669,3
.3958727,701,0,0,15302,115387.1,1874,.2088286,3
.3958753,702,0,0,5737,116253,1879,.2084786,4
.3959493,703,0,0,14417,117061.8,1879,.2123093,1
.3959582,704,0,1,20333,118710.9,1881,.2219308,10
.3961881,705,0,0,12508,116855.9,1874,.2126137,2
.3962142,706,0,0,12617,119262.2,1886,.2127015,3
.3962741,707,0,0,17477,117247.1,1876,.2138144,2
.3963473,708,0,0,16903,117088.3,1859,.2179201,1
.3963789,709,0,0,15202,117375.7,1851,.205348,2
.3964662,710,0,0,13729,117726.8,1890,.215885,2
.3965367,711,0,0,9629,117464.5,1869,.2177686,2
.3966722,712,0,0,11299,118263.8,1850,.2067994,2
.3966957,713,0,0,11655,118792.4,1877,.2139546,3
.3967365,714,0,0,11233,118509.3,1880,.2098297,2
.3968461,715,0,0,18424,117540.7,1875,.2148436,2
.397129,716,0,1,5884,116829.5,1854,.2134605,9
.3971328,717,0,1,15355,117589.4,1875,.216563,12
.3972453,718,0,0,19276,117942.7,1855,.2200956,2
.3973836,719,0,0,6641,116640.1,1888,.2175993,4
.3974678,720,0,0,3808,119224.3,1851,.2176991,2
.3975046,721,0,0,17387,118123.2,1850,.2128533,2
.3977102,722,0,0,18150,117513.8,1856,.208335,4
.3979069,723,0,0,14807,118070.8,1893,.2110265,1
.3979071,724,0,0,20515,117608.7,1872,.2197407,2
.3979961,725,0,1,13114,117739.9,1857,.2279939,10
.3981235,726,0,0,16025,116937.7,1893,.2262417,1
.398163,727,0,1,14668,118274,1867,.208892,8
.3985053,728,0,1,17133,117372.5,1859,.2270181,11
.3985144,729,0,1,15520,116814.4,1888,.2182026,12
.3985469,730,0,1,17482,117111.3,1879,.2237372,10
.39863,731,0,0,21311,118511.5,1870,.223493,1
.3989415,732,0,0,21302,117500.5,1876,.2179564,2
.3990211,733,0,0,15473,116837.1,1894,.2253156,3
.3990315,734,0,0,20149,118633.8,1883,.218308,2
.3991938,735,0,0,10022,117075.6,1872,.2171009,2
.3992456,736,0,0,22907,116881.8,1860,.2151592,1
.3992824,737,0,0,11537,116772.8,1859,.2208772,1
.3993364,738,0,0,24707,118869.9,1881,.2225059,3
.3993621,739,0,0,18684,116774.7,1876,.2238755,2
.3994328,740,0,1,3039,116726.9,1881,.219331,8
.3994633,741,0,1,16943,118086.6,1854,.2179715,10
.3994842,742,0,1,22002,119174,1872,.2268917,11
.3995135,743,0,0,18305,116343,1862,.2189205,1
.3996162,744,0,1,19996,116465.3,1870,.2213188,11
.3996624,745,0,0,15576,116945,1851,.2258568,2
.3996775,746,0,0,14656,115999.3,1871,.2237545,4
.3997991,747,0,0,15784,116855.2,1891,.2222485,1
.3998303,748,0,0,20930,116902.3,1862,.2219599,0
.399877,749,0,1,24542,116934.7,1867,.2214821,9
.3998828,750,0,0,14003,117969.4,1866,.2242714,1
.4001145,751,0,0,10554,115061.8,1874,.2296934,2
.4001647,752,0,0,11984,117001,1852,.2213322,4
.4002097,753,0,0,22330,116513.9,1892,.2290213,3
.4003595,754,0,1,3080,116555.9,1883,.2296246,11
.4003681,755,0,0,20197,118841.7,1887,.2234777,2
.4004179,756,0,1,12780,115782.9,1867,.2306624,9
.4004458,757,0,0,12117,118151.7,1884,.2258747,2
.4007504,758,0,0,12800,117004,1866,.2190467,1
.4008406,759,0,0,27818,116728.5,1865,.2340157,2
.4008587,760,0,0,12203,116343.2,1854,.2289412,1
.40095,761,0,0,12811,116487,1870,.2387592,4
.4010029,762,0,1,17226,117951.6,1872,.2253017,10
.4010634,763,0,0,16451,116342.9,1878,.2356526,3
.4011641,764,0,0,17725,117218.6,1866,.2343926,0
.4012031,765,0,1,9597,117195.8,1859,.2365189,9
.4012088,766,0,0,12387,117466.1,1892,.238355,4
.4012811,767,0,0,13824,118466.3,1893,.2259393,3
.401298,768,0,1,27385,116483.2,1865,.225471,9
.4013142,769,0,1,13328,117735.3,1877,.2277796,11
.4013201,770,0,1,16288,117158.1,1889,.2298762,9
.4013633,771,0,1,12771,117229.3,1869,.2340659,9
.4014309,772,0,0,3412,115041.6,1859,.2272831,1
.4014479,773,0,1,22458,117812.3,1855,.232538,10
.4015227,774,0,0,23610,118538.8,1867,.2282298,1
.4015653,775,0,0,23674,117063.6,1857,.2312587,1
.4015681,776,0,0,4496,117654.4,1855,.2275317,3
.4016285,777,0,0,16460,116341.1,1855,.2330409,3
.4017212,778,0,0,19251,115772,1866,.232988,1
.4019711,779,0,0,19332,116842.1,1883,.2355254,2
.4019759,780,0,0,15950,117146,1875,.2287808,3
.4020039,781,0,0,16327,117274.2,1859,.2315984,0
.4020064,782,0,0,17187,115700.8,1854,.2269893,1
.4020247,783,0,0,27924,117409.4,1893,.2403688,2
.4022072,784,0,0,23927,117573.2,1887,.2305569,1
.4022629,785,0,0,17018,114778.7,1866,.2323218,2
.4022652,786,0,0,19965,114559.5,1852,.2353862,0
.4023884,787,0,1,17314,117777.7,1887,.2381148,9
.4024312,788,0,1,17764,115859,1869,.2333367,10
.4024914,789,0,0,8737,117372.2,1885,.2337585,2
.4025508,790,0,0,14710,114320.4,1880,.2416949,1
.4025947,791,0,0,18675,116333.5,1882,.2374081,3
.4026112,792,0,0,17365,117418.5,1885,.2416906,2
.4026293,793,0,0,18296,118042.7,1866,.2333267,3
.4026499,794,0,0,17126,117327.3,1873,.2348955,2
.4026733,795,0,1,8628,118149,1872,.2444864,11
.4026983,796,0,1,20440,118112.8,1852,.2339406,9
.4027427,797,0,1,15174,117802.6,1856,.2270572,11
.4028074,798,0,0,15442,116306.2,1851,.2413293,3
.402829,799,0,0,19069,117438.1,1861,.2428732,3
.4029278,800,0,0,17902,117413.2,1869,.2364602,2
.4029446,801,0,0,13007,116250.6,1853,.2406762,1
.4036284,802,0,0,13092,116694.3,1870,.2392491,1
.4036511,803,0,0,6278,118387.1,1859,.2383351,1
.4036648,804,0,0,21014,116081.4,1886,.2373777,3
.4037473,805,0,0,18427,116566.9,1890,.2400582,2
.4037694,806,0,1,11811,119240.4,1857,.2485676,10
.4041002,807,0,0,18628,115328.1,1851,.2322904,1
.4044102,808,0,0,17005,117685.9,1886,.2446453,2
.4044424,809,0,0,4685,116830.6,1894,.2391656,1
.4045264,810,0,0,18605,116513.4,1895,.2450105,2
.4047045,811,0,0,12899,115962.7,1891,.2397126,2
.4047468,812,0,0,19842,115459,1868,.243341,1
.4047516,813,0,1,19341,117651.2,1875,.2436529,10
.4047929,814,0,1,7489,118846.7,1869,.2521206,11
.4048131,815,0,0,12154,116147.9,1853,.2409893,3
.4048913,816,0,0,15026,116015.2,1881,.2398291,1
.4049408,817,0,0,15991,116712.5,1893,.2495305,2
.4049831,818,0,0,10544,117427.4,1853,.2373597,2
.4049872,819,0,0,21710,115556.7,1875,.2419122,3
.4050539,820,0,0,14542,117896.5,1862,.2466912,1
.4051007,821,0,0,8056,116490.3,1890,.2415277,3
.4052102,822,0,1,7472,116054,1889,.2488958,11
.4053047,823,0,0,3632,115591.2,1885,.2428795,1
.4054585,824,0,1,12483,115092.4,1868,.2425434,10
.4055634,825,0,0,21627,116364.7,1863,.245572,3
.4055788,826,0,1,15708,116334.3,1877,.2430529,11
.4056734,827,0,0,17432,116032.2,1859,.243055,1
.4057006,828,0,1,12316,116125.1,1894,.2575025,10
.4057512,829,0,0,12682,116027.6,1860,.2608601,1
.4057841,830,0,0,9026,115979.3,1892,.2412307,1
.4057874,831,0,0,3757,114778.1,1891,.2497094,0
.4059662,832,0,0,8441,114756.3,1877,.2457634,1
.4059696,833,0,0,20006,115704.5,1880,.2472578,3
.4060221,834,0,0,21412,116291.5,1854,.2528668,0
.4061471,835,0,1,10541,117791.7,1868,.2416314,10
.4061538,836,0,0,8093,118428.5,1894,.2494018,2
.4063406,837,0,0,16624,114741.5,1889,.2559924,2
.4063424,838,0,0,12214,117488.2,1883,.2542124,2
.4063822,839,0,0,20068,118941.8,1860,.2582697,2
.4063827,840,0,1,11041,116399.6,1875,.2483967,11
.406415,841,0,0,13761,117142.7,1887,.2574925,2
.4064756,842,0,0,20210,115005,1886,.2482886,3
.4064946,843,0,0,14703,117962.2,1876,.2635827,3
.4065334,844,0,0,25271,116540.6,1852,.2529865,3
.4066179,845,0,1,10695,117277.6,1864,.2460619,12
.4068138,846,0,0,15702,114164.3,1890,.2469567,2
.4069174,847,0,0,18140,115183.4,1853,.2479673,2
.4069758,848,0,0,4403,116674.6,1856,.2492318,2
.4070119,849,0,1,20506,117645.5,1866,.255118,11
.4070362,850,0,0,20639,117999.1,1870,.2600509,0
.4070632,851,0,0,9262,115700.5,1874,.2599007,2
.4071959,852,0,0,8548,117328.2,1893,.2558966,2
.4071989,853,0,0,15047,117224.1,1892,.2552516,2
.4072245,854,0,1,18112,115442,1894,.2528145,9
.4073098,855,0,0,18687,115237.3,1882,.2579066,2
.4073537,856,0,0,18430,117578.9,1885,.2543003,3
.4077229,857,0,1,18903,117190.7,1891,.261202,10
.407806,858,0,0,13116,115945.7,1882,.2693134,3
.4079567,859,0,0,19392,116056,1887,.263074,4
.4079808,860,0,0,9803,116097.3,1877,.257368,2
.4080843,861,0,0,19703,117695.7,1854,.2530625,2
.4081098,862,0,0,16450,115560.7,1868,.262132,3
.4084415,863,0,0,12591,117151.4,1881,.2540099,0
.408446,864,0,0,19563,114800.9,1875,.2607008,3
.4085817,865,0,0,18945,115780.5,1892,.2631803,0
.408652,866,0,0,12540,117826.1,1866,.2740608,4
.4087231,867,0,0,17314,117055.8,1891,.258636,0
.408817,868,0,0,10365,116269.1,1882,.2528665,1
.4089203,869,0,1,13393,117858.2,1895,.260412,9
.4090285,870,0,0,15744,116657.9,1886,.2620617,1
.4090444,871,0,0,19658,114790.7,1875,.2620557,2
.4090592,872,0,0,20957,116947.8,1861,.2626331,1
.4092662,873,0,0,7421,117126,1857,.2625016,2
.4092786,874,0,0,8737,115961.3,1890,.2535665,4
.409394,875,0,0,15245,115522.3,1873,.2662771,2
.4094207,876,0,0,20594,114963.5,1881,.246286,2
.4094401,877,0,1,6070,114899.6,1874,.2725126,11
.4095081,878,0,1,10487,114662.2,1868,.2572615,9
.409552,879,0,0,13481,117025.7,1851,.2664758,2
.4095595,880,0,0,16785,114255.1,1871,.2556239,0
.409661,881,0,0,11173,115632.4,1887,.258799,2
.4096974,882,0,1,14911,115334.6,1874,.2639333,10
.4097407,883,0,1,15122,115154.1,1879,.2679121,11
.4097482,884,0,0,7517,114988,1860,.2601679,1
.4097826,885,0,0,8782,116542.4,1854,.2692925,3
.4099494,886,0,1,9530,115433.8,1894,.2607627,11
.4100104,887,0,0,9984,116839.6,1890,.2678761,2
.4100738,888,0,0,11945,116609.1,1862,.2756505,1
.4100792,889,0,0,15416,115679.3,1882,.2703945,1
.4100995,890,0,0,13953,116221.5,1873,.2664528,1
.4101141,891,0,0,15050,117157.2,1856,.2658737,0
.4101422,892,0,0,22070,116208.2,1875,.2657265,2
.4102553,893,0,0,9289,115082.4,1864,.2632604,1
.4103332,894,0,0,15815,115953.5,1856,.2660381,1
.4103516,895,0,0,17916,115114.9,1854,.2627325,1
.4103921,896,0,0,14282,116421.9,1874,.2707592,2
.4104154,897,0,0,8677,115420.2,1888,.27054,3
.4105649,898,0,0,22940,117219.8,1883,.2717607,2
.4106193,899,0,0,15265,117097.3,1867,.266982,3
.4106472,900,0,0,22762,114673.9,1865,.2759866,4
.410648,901,0,1,11143,116546.7,1876,.2640375,10
.4106798,902,0,0,19578,115940.4,1871,.267846,3
.4107266,903,0,0,15844,115283,1851,.2640535,2
.410835,904,0,0,20875,115747.6,1859,.2723813,3
.410939,905,0,0,9631,115924.9,1893,.2740609,2
.4109713,906,0,0,20079,117123.1,1883,.2821487,3
.4111361,907,0,1,14286,116167,1872,.2725561,10
.4111417,908,0,0,13353,116764.5,1890,.2765532,2
.4114224,909,0,0,14162,117638.2,1854,.2737216,1
.4116282,910,0,1,10931,115984.2,1867,.2693114,11
.4116285,911,0,0,11350,116409.7,1865,.2750864,3
.4116585,912,0,0,17670,115928.2,1862,.2796043,3
.4117984,913,0,0,9185,116151.8,1875,.2725712,3
.4118706,914,0,1,13937,115082.6,1874,.2755521,9
.4119656,915,0,0,8447,116818.4,1869,.2721398,3
.4119852,916,0,1,18593,115390.5,1863,.2679727,9
.4120646,917,0,0,23502,117735.9,1872,.2687394,1
.4120798,918,0,0,9502,116323.9,1880,.2681938,5
.4120933,919,0,1,17024,115163,1866,.2741781,11
.4122169,920,0,0,7490,115109.8,1878,.2665583,1
.4122683,921,0,1,9574,118263.3,1856,.2823931,11
.412325,922,0,0,11598,115635.5,1881,.2745548,0
.4124165,923,0,0,12320,115513.2,1871,.2855485,1
.4126881,924,0,0,13678,118593.3,1855,.2784081,2
.4127369,925,0,1,26846,115251.8,1858,.2691505,9
.4128783,926,0,0,12111,113935.6,1875,.2807871,1
.4129052,927,0,0,20808,116127.4,1876,.2827171,0
.4129182,928,0,0,16201,113796.7,1852,.2787534,0
.4129589,929,0,0,15251,116050.1,1872,.2823649,1
.4130137,930,0,0,18937,114676.2,1866,.2766178,2
.4131045,931,0,0,17636,114802.6,1876,.2839211,0
.4131627,932,0,0,17125,113591,1872,.2786272,3
.4131652,933,0,0,1863,113814.7,1864,.2771563,4
.413289,934,0,1,13404,116812.6,1870,.2829136,9
.4133038,935,0,1,8852,116150.2,1860,.2806443,7
.4134116,936,0,0,13154,115151.8,1858,.2809289,1
.4135211,937,0,1,21525,114122.9,1878,.282009,8
.413604,938,0,0,19924,116602,1870,.2724662,3
.4136227,939,0,0,7340,115903.2,1893,.2795784,2
.4139543,940,0,0,11458,117068.1,1864,.2777924,2
.4141516,941,0,1,10057,115660.7,1855,.2776618,8
.4142407,942,0,0,13120,114122.2,1892,.2802112,2
.4142776,943,0,0,24020,116516,1868,.2798246,2
.4143003,944,0,0,17329,115075.9,1868,.2821127,3
.4143006,945,0,1,18182,116333.1,1856,.2883403,10
.4145299,946,0,0,17112,115346.6,1857,.2853031,1
.414555,947,0,1,10582,115422.7,1874,.2952412,10
.4145957,948,0,0,17731,115157.4,1857,.2782237,1
.4147148,949,0,0,15058,114191.6,1867,.293352,2
.4147403,950,0,0,18299,115845.3,1857,.2762333,3
.4150333,951,0,0,14187,116309.2,1850,.2855209,3
.4150452,952,0,0,11307,115865.1,1883,.2886962,1
.4151917,953,0,0,20724,116470.2,1878,.2908348,3
.4152469,954,0,1,14691,115945,1879,.2799666,11
.4152587,955,0,0,16105,116808.9,1888,.286568,4
